New outlets created:
Row 1: URN=DCP/25/LO/002324, Name=ALL FOR GOD, Region=LO/OGUN
Row 819: URN=DCP/19/LO/000044, Name=Alaja  Badmus, Region=LO
Row 820: URN=DCP/24/LO/001067, Name=MRS OGUNLEYE, Region=LO
Row 821: URN=DCP/24/LO/001068, Name=MR ABAYOMI, Region=LO
Row 822: URN=DCP/24/LO/001069, Name=MRS SOBOWALE, Region=LO
Row 823: URN=DCP/24/LO/001071, Name=MRS OGUNUPE CEMENT, Region=LO
Row 824: URN=DCP/24/LO/001072, Name=MRS AGBOOLA CEMENT, Region=LO
Row 825: URN=DCP/24/LO/001073, Name=ALHAJA MAKE HOME, Region=LO
Row 826: URN=DCP/24/LO/001074, Name=ALARAPE CEMENT, Region=LO
Row 827: URN=DCP/19/LO/000045, Name=MR TORIOLA TAIWO, Region=LO
Row 828: URN=DCP/19/LO/000046, Name=MR SUNNY, Region=LO
Row 829: URN=DCP/19/LO/000047, Name=MR LAMBO, Region=LO
Row 831: URN=DCP/19/LO/000049, Name=MRS SONOOLA, Region=LO
Row 832: URN=DCP/24/LO/001075, Name=MRS FUNMILAYO AJAYI, Region=LO
Row 833: URN=DCP/24/LO/001076, Name=MRS LIADI, Region=LO
Row 835: URN=DCP/19/LO/000032, Name=MRS AKANBI, Region=LO
Row 837: URN=DCP/24/LO/001077, Name=MR ABANISE, Region=LO
Row 838: URN=DCP/24/LO/001080, Name=MR OLATUNJI ADEWUNMI, Region=LO
Row 839: URN=DCP/24/LO/001081, Name=MR SALAKO, Region=LO
Row 840: URN=DCP/24/LO/001082, Name=ROYAL GAMUD, Region=LO
Row 841: URN=DCP/24/LO/001083, Name=MRS BALOGUN, Region=LO
Row 842: URN=DCP/24/LO/001084, Name=WATER  ADE, Region=LO
Row 843: URN=DCP/24/LO/001085, Name=MR TAIWO SANYAOLU, Region=LO
Row 844: URN=DCP/24/LO/001086, Name=MR SOMUYIWA SAHEED, Region=LO
Row 845: URN=DCP/24/LO/001087, Name=MR ABATA, Region=LO
Row 847: URN=DCP/24/LO/001089, Name=MRS KADRIL, Region=LO
Row 848: URN=DCP/19/LO/000466, Name=MR OLADIPO ABIDEMI, Region=LO
Row 849: URN=DCP/19/LO/001090, Name=MRS JUNAID, Region=LO
Row 850: URN=DCP/19/LO/001091, Name=MRS DOSUNMU, Region=LO
Row 852: URN=DCP/19/LO/009143, Name=MRS ALIU TEMILOLA, Region=LO
Row 853: URN=DCP/24/LO/001096, Name=MR YALATEEF, Region=LO
Row 854: URN=DCP/24/LO/001097, Name=MRS BISIRIYU, Region=LO
Row 855: URN=DCP/24/LO/001098, Name=MR ONANUGA, Region=LO
Row 856: URN=DCP/24/LO/001099, Name=MR SAMOD, Region=LO
Row 857: URN=DCP/24/LO/000661, Name=MRS ADEDOYIN OLALEYE, Region=LO
Row 861: URN=DCP/24/LO/000660, Name=MR SOMUIWA, Region=LO
Row 862: URN=DCP/19/LO/000506, Name=ALHAJI ADEYEMI GAFAR, Region=LO
Row 863: URN=DCP/19/LO/000507, Name=MR GAFAR ABODUN, Region=LO
Row 866: URN=DCP/19/LO/000510, Name=MRS ADEKUNLE, Region=LO
Row 867: URN=DCP/19/LO/000511, Name=MRS SOBITAN, Region=LO
Row 868: URN=DCP/19/LO/000512, Name=ALHAJA SOWUNMI, Region=LO
Row 870: URN=DCP/19/LO/000031, Name=MR ADETUNJI BAMEKE, Region=LO
Row 873: URN=DCP/19/LO/000030, Name=MR SOBITAN, Region=LO
Row 874: URN=SCP/25/LO/002546, Name=MRS ELIZBETH SHOBAYO, Region=LO
Row 875: URN=DCP/25/LO/002547, Name=MRS OLADEINDE, Region=LO
Row 876: URN=DCP/25/LO/002548, Name=MRS LALEJAYE, Region=LO
Row 877: URN=DCP/25/LO/002549, Name=MR OGUNGBADE, Region=LO
Row 878: URN=DCP/25/LO/002550, Name=MR YISA BELLO, Region=LO
Row 879: URN=DCP/19/LO/000523, Name=ALHAJA BALOGUN CEMENT, Region=LO
Row 880: URN=DCP/19/LO/000524, Name=MRS APENA, Region=LO
Row 881: URN=DCP/19/LO/000526, Name=MRS MOTUNRAYO BALOGUN, Region=LO
Row 882: URN=DCP/19/LO/000527, Name=MRS ISEOLUWA, Region=LO
Row 883: URN=DCP/19/LO/000528, Name=MRS SOWUNMI, Region=LO
Row 884: URN=DCP/19/LO/000538, Name=MR KUDAISI JOHNSON, Region=LO
Row 885: URN=DCP/19/LO/000531, Name=MR OLABAMIJI, Region=LO
Row 886: URN=DCP/19/LO/000532, Name=ALHAJI OLUWAKEMI, Region=LO
Row 888: URN=DCP/19/LO/000534, Name=MR RASAQ YUSUF, Region=LO
Row 889: URN=DCP/19/LO/000535, Name=MRS TOLULOPE, Region=LO
Row 890: URN=DCP/19/LO/000536, Name=MR AYOOLA, Region=LO
Row 891: URN=DCP/19/LO/000537, Name=MRS AJOKE, Region=LO
Row 893: URN=DCP/24/LO/001107, Name=MRS SEMIRE, Region=LO
Row 894: URN=DCP/24/LO/001108, Name=MRS TEMITOPE AKINWUNMI, Region=LO
Row 895: URN=DCP/24/LO/001113, Name=MR JAMES FOLARIN, Region=LO
Row 896: URN=DCP/24/LO/001114, Name=MRS OKIKIOLA MARIAM FATAI, Region=LO
Row 897: URN=DCP/24/LO/001111, Name=MRS SOWUNMI T, Region=LO
Row 900: URN=DCP /24/LO/002151, Name=CHIEF ADEBOYE ADEBOLA, Region=LO
Row 902: URN=DCP/25/LO/002475, Name=MR GANGATOA KOLETE, Region=LO
Row 903: URN=DCP/25/LO/002474, Name=MR OGUNSEYE WASIU, Region=LO
Row 904: URN=DCP/25/LO/006050, Name=MRS KAYODE OYEDELE, Region=LO
Row 905: URN=DCP/19/LO/000794, Name=Mrs Adebayo, Region=LO
Row 906: URN=DCP/19/LO/000795, Name=Mrs Salami, Region=LO
Row 907: URN=DCP/19/LO/000796, Name=Damifayo, Region=LO
Row 908: URN=DCP/19/LO/000797, Name=Mr olopade, Region=LO
Row 909: URN=DCP/19/LO/000798, Name=mrs Basirat, Region=LO
Row 910: URN=DCP/19/LO/000799, Name=mrs kemi Yusuf, Region=LO
Row 911: URN=DCP/19/LO/000800, Name=mrs Ademolu, Region=LO
Row 912: URN=DCP/19/LO/000801, Name=mr Oserere, Region=LO
Row 913: URN=DCP/19/LO/000802, Name=mrs owoyemi, Region=LO
Row 914: URN=DCP/19/LO/000803, Name=iya junior, Region=LO
Row 915: URN=DCP/19/LO/000804, Name=mrs bose, Region=LO
Row 916: URN=DCP/19/LO/000805, Name=Gboriduro Adewale, Region=LO
Row 917: URN=DCP/25/LO/002510, Name=Saheed Ariyo, Region=LO
Row 918: URN=DCP/25/LO/002514, Name=Fumnmilayo Adeosun, Region=LO
Row 919: URN=DCP/25/LO/005729, Name=omololu oluwakemi, Region=LO
Row 920: URN=DCP/25/LO/005730, Name=mistura ojo, Region=LO
Row 921: URN=DCP/25/LO/005731, Name=modupe Junaid, Region=LO
Row 922: URN=DCP/25/LO/005782, Name=Mrs Theresa Johnson, Region=LO
Row 923: URN=DCP/19/LO/001096, Name=Mrs Ogunrinde, Region=LO
Row 924: URN=DCP/19/LO/001097, Name=Soliu Aderoju, Region=LO
Row 925: URN=DCP/19/LO/001098, Name=mrs Olowu, Region=LO
Row 926: URN=DCP/19/LO/001099, Name=Alhaja Aishat, Region=LO
Row 927: URN=DCP/19/LO/001100, Name=Alhaji Saka, Region=LO
Row 928: URN=DCP/25/LO/002502, Name=MR ADEKAUNSI, Region=LO
Row 930: URN=DCP/25/LO/002505, Name=Mrs Peter Adelani, Region=LO
Row 931: URN=DCP/19/LO/001104, Name=mr jamiu okikiola, Region=LO
Row 932: URN=DCP/19/LO/001105, Name=Mrs Oluwalogbon, Region=LO
Row 933: URN=DCP/19/LO/001106, Name=Mrs Tony oyebode, Region=LO
Row 934: URN=DCP/19/LO/001107, Name=Big Mummy, Region=LO
Row 935: URN=DCP/23/LO/000184, Name=mr ologunleko, Region=LO
Row 936: URN=DCP/19/LO/001150, Name=Hajia Musa, Region=LO
Row 937: URN=DCP/19/LO/001151, Name=Mr. Tony oyebode, Region=LO
Row 938: URN=DCP/19/LO/001152, Name=Hajia Mustapha Alira, Region=LO
Row 939: URN=DCP/19/LO/001153, Name=sholotan nurudeen, Region=LO
Row 940: URN=DCP/23/LO/000183, Name=Mr Raliwan, Region=LO
Row 941: URN=DCP/19/LO/002504, Name=saheed sanusi, Region=LO
Row 942: URN=DCP/25/LO/002512, Name=Taiwo Benjamin, Region=LO
Row 944: URN=DCP/19/LO/000806, Name=Mrs Adeniyi, Region=LO
Row 945: URN=DCP/19/LO/000807, Name=lseoluwa, Region=LO
Row 946: URN=DCP/19/LO/000808, Name=Kenny, Region=LO
Row 947: URN=DCP/19/LO/000809, Name=Biodun, Region=LO
Row 948: URN=DCP/19/LO/000810, Name=Mr Ojo, Region=LO
Row 949: URN=DCP/19/LO/000811, Name=Mrs Sulimon Oluwaloni, Region=LO
Row 950: URN=DCP/19/LO/000812, Name=Bose Adewale, Region=LO
Row 951: URN=DCP/19/LO/000813, Name=Allahu lateff, Region=LO
Row 952: URN=DCP/19/LO/000814, Name=Mubas ola, Region=LO
Row 953: URN=DCP/19/LO/000815, Name=Bakinsin, Region=LO
Row 954: URN=DCP/19/LO/000816, Name=David o fabiyi, Region=LO
Row 955: URN=DCP/25/LO/005702, Name=wasiu olamide, Region=LO
Row 956: URN=DCP/25/LO/005703, Name=Mrs lawal mosurat, Region=LO
Row 957: URN=DCP/25/LO/005704, Name=OJERINDE JOSEPH, Region=LO
Row 958: URN=DCP/25/LO/005705, Name=OLAJUMOKE OLUFUMI, Region=LO
Row 959: URN=DCP/19/LO/001120, Name=Mr Desmond Oyebode, Region=LO
Row 961: URN=DCP/19/LO/001122, Name=Mrs Idiat Ganiu, Region=LO
Row 962: URN=DCP/25/LO/000245, Name=mrs Animahawu shakirat jumoke, Region=LO
Row 963: URN=DCP/19/LO/001124, Name=Madam Folashade, Region=LO
Row 964: URN=DCP/19/LO/001125, Name=Mr. Ganiu, Region=LO
Row 965: URN=DCP/19/LO/001126, Name=Mr Falabi, Region=LO
Row 966: URN=DCP/19/LO/001127, Name=Mrs Kemi Ogunniyi, Region=LO
Row 967: URN=DCP/19/LO/001128, Name=Mr Ismail, Region=LO
Row 968: URN=DCP/19/LO/001129, Name=mr segun, Region=LO
Row 969: URN=DCP/19/LO/001130, Name=Mr Adeyemi, Region=LO
Row 970: URN=DCP/19/LO/001131, Name=ojurugbe nurudeen, Region=LO
Row 971: URN=DCP/19/LO/001159, Name=Saheed, Region=LO
Row 972: URN=DCP/19/LO/001160, Name=Mr Alatishe, Region=LO
Row 973: URN=DCP/25/LO/000674, Name=MR ADEKUNLE, Region=LO
Row 974: URN=DCP/19/LO/001162, Name=Mrs Adeyemi, Region=LO
Row 975: URN=DCP/25/LO/002508, Name=opeyemi Akinsunbo, Region=LO
Row 976: URN=DCP/19/LO/001132, Name=Mr Faleye, Region=LO
Row 977: URN=DCP/19/LO/001133, Name=Hajia Ibrahim, Region=LO
Row 978: URN=DCP/19/LO/001134, Name=Mummy Elilakabikudi, Region=LO
Row 979: URN=DCP/19/LO/001135, Name=Mummy Racheal, Region=LO
Row 980: URN=DCP/19/LO/001136, Name=Mummy Keji, Region=LO
Row 981: URN=DCP/19/LO/001137, Name=Mr Saheed Ariyo, Region=LO
Row 982: URN=DCP/19/LO/001138, Name=Alhaja Hassan, Region=LO
Row 983: URN=DCP/19/LO/001139, Name=Mummy Serah, Region=LO
Row 984: URN=DCP/19/LO/001140, Name=Mrs Ajibade, Region=LO
Row 985: URN=DCP/19/LO/001141, Name=Mr Lekan, Region=LO
Row 986: URN=DCP/19/LO/001142, Name=Daddy Elilakabikudi, Region=LO
Row 987: URN=DCP/19/LO/001143, Name=Mummy Nimotah, Region=LO
Row 988: URN=DCP/19/LO/001164, Name=Mummy Moji, Region=LO
Row 989: URN=DCP/19/LO/001166, Name=fumilayo Adeosun, Region=LO
Row 990: URN=DCP/19/LO/008552, Name=mr Tunde Ashimu, Region=LO
Row 991: URN=DCP/23/LO/000704, Name=mr Adisa, Region=LO
Row 992: URN=DCP/25/LO/002513, Name=olaleye Sunday, Region=LO
Row 993: URN=DCP/25/LO/005781, Name=Mr Ogunsola Ademola, Region=LO
Row 994: URN=DCP/19/LO/000829, Name=MRS BOLUWATIFE DEBORAH, Region=LO
Row 995: URN=DCP/19/LO/000823, Name=MR OLUMIDE DADA, Region=LO
Row 996: URN=DCP/19/LO/000821, Name=MR FOWOSEDO WASIU, Region=LO
Row 997: URN=DCP/19/LO/000819, Name=MR A OPEYEMI, Region=LO
Row 999: URN=DCP/19/LO/000824, Name=AHLAJA ROFIAT, Region=LO
Row 1000: URN=DCP/19/LO/000847, Name=MRS ADEOYE, Region=LO
Row 1001: URN=DCP/19/LO/000827, Name=MRS ADEGBOYEGA, Region=LO
Row 1002: URN=DCP/19/LO/000820, Name=MRS TAYO .O., Region=LO
Row 1003: URN=DCP/19/LO/000849, Name=AHLAJA BOLAJI 1, Region=LO
Row 1004: URN=DCP/25/LO/005732, Name=Bakarare Nurudeen, Region=LO
Row 1005: URN=DCP/25/LO/005779, Name=Ibrahim Hammed, Region=LO
Row 1006: URN=DCP/25/LO/005780, Name=Abiodun Adeshina Owolabi, Region=LO
Row 1007: URN=DCP/25/LO/002712, Name=Mr Martin Akinwunmi, Region=LO
Row 1011: URN=DCP/24/LO/001271, Name=ULTIMATE CEMENT STORE, Region=LO
Row 1012: URN=DCP/19/LO/002295, Name=MR RAFIU CEMENT STORE, Region=LO
Row 1013: URN=DCP/22/LO/000304, Name=MRS ONAYEMI CEMENT STORE, Region=LO
Row 1014: URN=DCP/24/LO/001272, Name=MRS SOROYE CEMENT STORE, Region=LO
Row 1015: URN=DCP/24/LO/001273, Name=DOSUNMU CEMENT STORE, Region=LO
Row 1016: URN=DCP/19/LO/002223, Name=AKINRIMISI CEMENT, Region=LO
Row 1017: URN=DCP/19/LO/002240, Name=Mrs Adefare, Region=LO
Row 1018: URN=DCP/24/LO/001274, Name=SALROF ENTERPRISES CEMENT STORE, Region=LO
Row 1019: URN=DCP/24/LO/001275, Name=MRS ORIJA CEMENT STORE, Region=LO
Row 1020: URN=DCP/19/LO/002242, Name=MUMMY RAHMON CEMENT STORE, Region=LO
Row 1021: URN=DCP/24/LO/001276, Name=MR MURITALA CEMENT STORE, Region=LO
Row 1022: URN=DCP/24/LO/001277, Name=MRS  KENNY CEMENT STORE, Region=LO
Row 1023: URN=DCP/24/LO/001278, Name=MRS OGUNRINDE CEMENT STORE, Region=LO
Row 1024: URN=DCP/24/LO/001279, Name=MR ISMAILA CEMENT STORE, Region=LO
Row 1025: URN=DCP/19/LO/002237, Name=BISADEMI VENTURES, Region=LO
Row 1026: URN=DCP/19/LO/002231, Name=GLORIOUS VENTURES, Region=LO
Row 1027: URN=DCP/19/LO/002232, Name=ADESIJI BLOCKS, Region=LO
Row 1028: URN=DCP/19/LO/002233, Name=GOLAB CEMENT STORE, Region=LO
Row 1029: URN=DCP/19/LO/002234, Name=MRS SHOETAN CEMENT STORE, Region=LO
Row 1031: URN=DCP/19/LO/002236, Name=ADEMILOLA CEMENT STORE, Region=LO
Row 1032: URN=DCP/19/LO/002219, Name=MRS OMOLABI CEMENT STORE, Region=LO
Row 1034: URN=DCP/24/LO/001281, Name=MR JUBRIL CEMENT STORE, Region=LO
Row 1035: URN=DCP/24/LO/001282, Name=Mr. ADEPEGBA CEMENT STORE, Region=LO
Row 1036: URN=DCP/24/LO/000771, Name=Rotimi Ayenukoh Cement store, Region=LO
Row 1037: URN=DCP/24/LO/000449, Name=Nurudeen cement store, Region=LO
Row 1038: URN=DCP/19/LO/002244, Name=MRS KIKISU CEMENT STORE, Region=LO
Row 1039: URN=DCP/19/LO/002245, Name=MRS. OSAZIE CEMENT STORE, Region=LO
Row 1040: URN=DCP/24/LO/001283, Name=AJIBADECEMENT STORE, Region=LO
Row 1041: URN=DCP/19/LO/002247, Name=MATECO CEMENT STORE, Region=LO
Row 1042: URN=DCP/24/LO/001284, Name=MRS MAGARETH CEMENT STORE, Region=LO
Row 1043: URN=DCP/19/LO/002249, Name=BOLATITO CEMENT STORE, Region=LO
Row 1044: URN=DCP/19/LO/002250, Name=J.S CEMENT STORE, Region=LO
Row 1045: URN=DCP/19/LO/002251, Name=MUMMY KELECHI CEMENT STORE, Region=LO
Row 1048: URN=DCP/19/LO/002254, Name=MUMMY GBENGA CEMENT STORE, Region=LO
Row 1049: URN=DCP/19/LO/002270, Name=OWONIKOKO CEMENT STORE, Region=LO
Row 1051: URN=DCP/19/LO/002255, Name=OMO OSUN CEMENT STORE, Region=LO
Row 1052: URN=DCP/19/LO/002271, Name=Alhaja Andiri cement store, Region=LO
Row 1053: URN=DCP/19/LO/002258, Name=IYA EKITI CEMENT STORE, Region=LO
Row 1054: URN=DCP/19/LO/002260, Name=MRS ARUBO CEMENT STORE, Region=LO
Row 1055: URN=DCP/19/LO/002261, Name=YALATEEF CEMENT STORE, Region=LO
Row 1057: URN=DCP/24/LO/001285, Name=MRS ADEKAWE CEMENT STORE, Region=LO
Row 1058: URN=DCP/19/LO/002264, Name=IYA KATANGUA CEMENT STORE, Region=LO
Row 1059: URN=DCP/19/LO/002273, Name=MRS FEMI CEMENT STORE, Region=LO
Row 1060: URN=DCP/19/LO/002265, Name=MRS OLAMITUNDUN CEMENT STORE, Region=LO
Row 1061: URN=DCP/19/LO/002266, Name=MRS OGUNGBILE CEMENT STORE, Region=LO
Row 1062: URN=DCP/19/LO/002267, Name=ADEBAYO CEMENT STORE, Region=LO
Row 1063: URN=DCP/19/LO/002268, Name=NEW GLORY VENTURES, Region=LO
Row 1064: URN=DCP/19/LO/002269, Name=DADDY RAPHAEL CEMENT STORE, Region=LO
Row 1065: URN=DCP/19/LO/002277, Name=OLORUNWA CEMENT STORE, Region=LO
Row 1066: URN=DCP/19/LO/002278, Name=CHIEF BANKOLE CEMENT STORE, Region=LO
Row 1067: URN=DCP/22/LO/000303, Name=MR HAMMED CEMENT STORE, Region=LO
Row 1068: URN=DCP/19/LO/002274, Name=KAJISOPE CEMENT STORE, Region=LO
Row 1069: URN=DCP/19/LO/002281, Name=LEFIBAH CEMENT STORE, Region=LO
Row 1070: URN=DCP/19/LO/002282, Name=MR. MORUF CEMENT STORE, Region=LO
Row 1071: URN=DCP/24/LO/001286, Name=IYA SUNDAY CEMENT STORE, Region=LO
Row 1072: URN=DCP/19/LO/002284, Name=MRS OLUWOLE CEMENT STORE, Region=LO
Row 1073: URN=DCP/19/LO/002285, Name=MRS OLA CEMENT STORE, Region=LO
Row 1075: URN=DCP/19/LO/002275, Name=MR. KUNLE CEMENT STORE, Region=LO
Row 1076: URN=DCP/19/LO/002287, Name=OBAYOMI CEMENT STORE, Region=LO
Row 1077: URN=DCP/24/LO/001288, Name=MRS YEMISI CEMENT STORE, Region=LO
Row 1078: URN=DCP/19/LO/002289, Name=IMOLE CEMENT STORE, Region=LO
Row 1079: URN=DCP/19/LO/002290, Name=MRS BOLA CEMENT STORE, Region=LO
Row 1080: URN=DCP/19/LO/002297, Name=MR. JOHN CEMENT STORE, Region=LO
Row 1081: URN=DCP/19/LO/002292, Name=BOLATITO ALAYO CEMENT STORE, Region=LO
Row 1082: URN=DCP/19/LO/002293, Name=OBAYOMI VENTURES, Region=LO
Row 1083: URN=DCP/19/LO/002294, Name=MUMMY BISI CEMENT STORE, Region=LO
Row 1084: URN=DCP/19/LO/002286, Name=MRS TOYIN CEMENT STORE, Region=LO
Row 1085: URN=DCP/19/LO/002291, Name=MRS ALABI CEMENT STORE, Region=LO
Row 1086: URN=DCP/24/LO/001289, Name=MR BAMIDELE CEMENT STORE, Region=LO
Row 1087: URN=DCP/19/LO/002276, Name=Aishat Bello cement store, Region=LO
Row 1088: URN=DCP/24/LO/000156, Name=OLUWATOSIN CEMENT STORE, Region=LO
Row 1089: URN=DCP/24/LO/000157, Name=MAMA P VENTURES, Region=LO
Row 1090: URN=DCP/19/LO/002304, Name=ALFA CEMENT STORE, Region=LO
Row 1091: URN=DCP/19/LO/002305, Name=MR.CLEMENT CEMENT  STORE, Region=LO
Row 1092: URN=DCP/19/LO/002325, Name=BISOLA CEMENT STORE, Region=LO
Row 1094: URN=DCP/19/LO/002362, Name=MR. ADETONA CEMENT, Region=LO
Row 1095: URN=DCP/19/LO/002308, Name=SHAKI BLOCKS INDUSTRY, Region=LO
Row 1097: URN=DCP/19/LO/002310, Name=OKUNLOLA CEMENT STORE, Region=LO
Row 1098: URN=DCP/19/LO/002311, Name=BABAILO CEMENT STORE, Region=LO
Row 1100: URN=DCP/19/LO/002326, Name=BLESS IBUKUN CEMENT STORE, Region=LO
Row 1101: URN=DCP/24/LO/001291, Name=GLOBAL STEEL LIMITED, Region=LO
Row 1103: URN=DCP/19/LO/002303, Name=JAYEOLA CEMENT STORE, Region=LO
Row 1104: URN=DCP/19/LO/002317, Name=AYOMIDE CEMENT STORE, Region=LO
Row 1105: URN=DCP/19/LO/002318, Name=MADOJUTIMI CEMENT STORE, Region=LO
Row 1106: URN=DCP/19/LO/002319, Name=MRS RONKE  CEMENT STORE, Region=LO
Row 1107: URN=DCP/19/LO/002320, Name=WUNMANG CEMENT STORE, Region=LO
Row 1108: URN=DCP/24/LO/001292, Name=MRS BADA CEMENT STORE, Region=LO
Row 1109: URN=DCP/19/LO/002321, Name=MRS OYEDIJI CEMENT STORE, Region=LO
Row 1110: URN=DCP/19/LO/002332, Name=BABA ONDO CEMENT STORE, Region=LO
Row 1111: URN=DCP/19/LO/002333, Name=OLOYADE  CEMENT STORE, Region=LO
Row 1112: URN=DCP/19/LO/002334, Name=RUKA CEMENT STORE, Region=LO
Row 1113: URN=DCP/19/LO/002335, Name=TWINS FAJA CEMENT STORE, Region=LO
Row 1114: URN=DCP/19/LO/002337, Name=MRS OJUBANIRE CEMENT, Region=LO
Row 1115: URN=DCP/24/LO/001293, Name=MR  AKANJI CEMENT STORE, Region=LO
Row 1116: URN=DCP/24/LO/001294, Name=MR OGUNSUSI CEMENT STORE, Region=LO
Row 1117: URN=DCP/19/LO/002336, Name=BASHIRIMIOLUWA CEMENT STORE, Region=LO
Row 1118: URN=DCP/19/LO/002357, Name=KALID CEMENT STORE, Region=LO
Row 1119: URN=DCP/19/LO/002348, Name=BAYKEEN GLOBAL RESOURCES, Region=LO
Row 1120: URN=DCP/19/LO/002338, Name=ADESHINA CEMENT STORE, Region=LO
Row 1121: URN=DCP/24/LO/001295, Name=DEBAYUS CEMENT STORE, Region=LO
Row 1122: URN=DCP/24/LO/001296, Name=MR ADEBIYI CEMENT STORE, Region=LO
Row 1123: URN=DCP/19/LO/002340, Name=MUMMY OYINDAMOLA CEMENT STORE, Region=LO
Row 1124: URN=DCP/19/LO/002363, Name=Mummy Dammy, Region=LO
Row 1125: URN=DCP/19/LO/002342, Name=MUMMY FATHIA CEMENT STORE, Region=LO
Row 1126: URN=DCP/19/LO/002343, Name=BASHIRIMIOLUWA BLOCK INDUSTRY, Region=LO
Row 1127: URN=DCP/19/LO/002344, Name=MRS KOLADE CEMENT STORE, Region=LO
Row 1128: URN=DCP/19/LO/002345, Name=MRS MOHAMMED CEMENT STORE, Region=LO
Row 1129: URN=DCP/24/LO/001297, Name=YUNUS MUSTAPHA GLOBAL RESOURCES, Region=LO
Row 1130: URN=DCP/19/LO/002349, Name=ADESHYNA ABIOLA GLOBAL VENTURES, Region=LO
Row 1131: URN=DCP/19/LO/002351, Name=MRS  LOLA CEMENT STORE, Region=LO
Row 1132: URN=DCP/24/LO/001298, Name=MR ISIAQ FATAI CEMENT STORE, Region=LO
Row 1133: URN=DCP/24/LO/001299, Name=MRS ALAKA CEMENT STORE, Region=LO
Row 1134: URN=DCP/19/LO/002354, Name=GENESIS CEMENT STORE, Region=LO
Row 1135: URN=DCP/19/LO/002355, Name=MRS  OJURONGBE CEMENT STORE, Region=LO
Row 1137: URN=DCP/19/LO/002330, Name=ADEADEYEMI CEMENT STORE, Region=LO
Row 1138: URN=DCP/19/LO/002329, Name=OGA NLA CEMENT STORE, Region=LO
Row 1139: URN=DCP/19/LO/002359, Name=MR ADETOLA CEMENT STORE, Region=LO
Row 1140: URN=DCP/19/LO/002360, Name=MR TUNDE CEMENT STORE, Region=LO
Row 1141: URN=DCP/24/LO/001300, Name=Olaleye cement store, Region=LO
Row 1142: URN=DCP/24/LO/001301, Name=JOSEPH CEMENT STORE, Region=LO
Row 1143: URN=DCP/24/LO/001302, Name=ADESHIYAN CEMENT STORE, Region=LO
Row 1144: URN=DCP/24/LO/001303, Name=OLUWAKEMI CEMENT, Region=LO
Row 1145: URN=DCP/24/LO/001304, Name=TADEBAM CEMENT STORE, Region=LO
Row 1146: URN=DCP/24/LO/001305, Name=MR FOLORUNSO CEMENT, Region=LO
Row 1147: URN=DCP/24/LO/001306, Name=IDOWU CEMENT, Region=LO
Row 1148: URN=DCP/24/LO/001307, Name=RAHMAN CEMENT STORE, Region=LO
Row 1149: URN=DCP/19/LO/001108, Name=Dauda Cement Ventures, Region=LO
Row 1150: URN=DCP/19/LO/001109, Name=Mrs Funmi Adeniyi Ventures, Region=LO
Row 1151: URN=DCP/19/LO/001110, Name=Mrs Tinuke Phillips Ventures, Region=LO
Row 1152: URN=DCP/19/LO/001111, Name=Mrs Idowu Badmus Ventures, Region=LO
Row 1153: URN=DCP/19/LO/001112, Name=Alhaja Wunmi Adediran Ventures, Region=LO
Row 1154: URN=DCP/19/LO/001113, Name=Mummy Baki Ventures, Region=LO
Row 1155: URN=DCP/19/LO/002659, Name=GABJAY ENTERPRISE, Region=LO
Row 1156: URN=DCP/19/LO/002660, Name=DIVINE BLOCK INDUSTRY, Region=LO
Row 1157: URN=DCP/19/LO/002661, Name=SUNNY BLOCKS INDUSTRY, Region=LO
Row 1158: URN=DCP/19/LO/002662, Name=S.T.S BLOCK INDUSTRY, Region=LO
Row 1159: URN=DCP/19/LO/002663, Name=FATUNS LADY, Region=LO
Row 1160: URN=DCP/19/LO/002664, Name=OWOYEMI CEMENT, Region=LO
Row 1161: URN=DCP/19/LO/002665, Name=OLOMI GLOBAL ENTERPRISE, Region=LO
Row 1162: URN=DCP/19/LO/002666, Name=TEMITOPE VENTURE, Region=LO
Row 1163: URN=DCP/19/LO/002667, Name=HONORABLE CEMENT, Region=LO
Row 1164: URN=DCP/19/LO/002668, Name=OWOLOWO CEMENT, Region=LO
Row 1165: URN=DCP/19/LO/002669, Name=OLUWAYEMISI TRADING STORE, Region=LO
Row 1166: URN=DCP/19/LO/002670, Name=SEMIU MUSTAFA, Region=LO
Row 1167: URN=DCP/19/LO/002671, Name=O.O OLA JESUS GLOBAL SERVICES, Region=LO
Row 1168: URN=Dcp/19/LO/002672, Name=ALOWOSESIN BLOCKS INDUSTRY, Region=LO
Row 1169: URN=DCP/24/LO/000073, Name=JOBIALALLAN VENTURES, Region=LO
Row 1170: URN=DCP/24/LO/000048, Name=OMOOLA VENTURES, Region=LO
Row 1171: URN=DCP/19/LO/002672, Name=DOTCOM CONSTRUCTION COMPANY AND, Region=LO
Row 1172: URN=Dcp/19/LO/0026, Name=OWOMIDA CEMENT STORES, Region=LO
Row 1173: URN=Dcp/19/LO/002675, Name=MUSILIU OGUNDELE VENTURE, Region=LO
Row 1174: URN=Dcp/19/LO/002676, Name=WAHAB VENTURE, Region=LO
Row 1176: URN=Dcp/19/LO/002678, Name=OSEBABY BLOCKS, Region=LO
Row 1177: URN=Dcp/19/LO/002679, Name=MODUPE BLOCKS, Region=LO
Row 1178: URN=Dcp/19/LO/002680, Name=BIBIRE & SON, Region=LO
